0,2864
10000,44684329
20000,185464623
30000,600001725
40000,1213153113
50000,2165030122
60000,3493462007
70000,4969047278
80000,6688519510
90000,8858224576
100000,9557877687
110000,11357960445
120000,13480052067
130000,15935133814
140000,18502908467
150000,21084549517
160000,24347140692
170000,27829256250
180000,31498346682
190000,34438039331
200000,37888907790
