0,8661
10000,45507326
20000,213906753
30000,585509450
40000,1325531080
50000,2275269898
60000,3521304630
70000,5039069293
80000,6713079052
90000,8609927386
100000,8828289330
110000,11318836531
120000,13113807745
130000,15383630835
140000,17816658892
150000,20388760162
160000,23424102581
170000,26641220011
180000,29434610192
190000,32903850265
200000,37374804558
